id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget,vehicleMode_override,provider_override,gondolaInfo_override
1:3934,Levan Machavariani Street #13,,ლევან მაჭავარიანის ქუჩა #13,,,41.690832,,44.879751,,72,,,,,,
1:3935,Levan Machavariani Street #12,,ლევან მაჭავარიანის ქუჩა #12,,,41.691377,,44.881977,,71,,,,,,
1:3936,Levan Machavariani Street #10,,ლევან მაჭავარიანის ქუჩა #10,,,41.69211,,44.884744,,70,,,,,,
1:3937,Levan Machavariani Street #10,,ლევან მაჭავარიანის ქუჩა #10,,,41.692141,,44.884485,,251,,,,,,
1:3938,Levan Machavariani Street #11,,ლევან მაჭავარიანის ქუჩა #11,,,41.691587,,44.882393,,251,,,,,,
1:3939,Levan Machavariani Street #13,,ლევან მაჭავარიანის ქუჩა #13,,,41.691025,,44.880116,,252,,,,,,
1:3940,Kaloubani Street #26,,კალოუბნის ქუჩა #26,,,41.688563,,44.880309,,101,,,,,,
1:3941,Akaki Vasadze Street,,აკაკი ვასაძის ქუჩა,,,41.688369,,44.882989,,99,,,,,,
1:3942,Kaloubani Street  #38,,კალოუბნის ქუჩა #38,,,41.688022,,44.886693,,96,,,,,,
1:3943,სოფ. თელოვანი,,სოფ. თელოვანი,,,41.806269,,44.687027,,353,,,,,,
1:3944,სოფ. დიდგორი,,სოფ. დიდგორი,,,41.792228,,44.669482,,57,,,,,,
1:3945,Viktor Kupradze St #72,,ვიქტორ კუპრაძის ქუჩა #72,,,41.712254,,44.876934,,289,,,,,,
1:3946,Viktor Kupradze St #74,,ვიქტორ კუპრაძის ქუჩა #74,,,41.711744,,44.880379,,271,,,,,,
1:3947,Dighomi Bridges,,დიღმის ხიდები,,,41.787539,,44.768826,,254,,,,,,
1:3948,Tsatsa Amirejibi St Turn #3,,ცაცა ამირეჯიბის III შესახვევი,,,41.658189,,44.942732,,219,,,,,,
1:3953,State University,,სახელმწიფო უნივერსიტეტი,,,41.709251,,44.778715,,284,,1:3954,,,,
1:3954,State University,,სახელმწიფო უნივერსიტეტი,,,41.709304,41.70929,44.778423,44.77844,288,,,,,,
1:3955,State University,,სახელმწიფო უნივერსიტეტი,,,41.709267,41.7092,44.778718,44.77886,106,,,,,,
1:3956,State University,,სახელმწიფო უნივერსიტეტი,,,41.70932,,44.778426,,104,,1:3955,,,,
1:3957,Rafiel Eristavi Street,,რაფიელ ერისთავის ქუჩა,,,41.709063,,44.774568,,253,,1:3958,,,,
1:3958,Rafiel Eristavi Street,,რაფიელ ერისთავის ქუჩა,,,41.708998,41.70901,44.774279,44.77435,250,,,,,,
1:3959,Rafiel Eristavi Street,,რაფიელ ერისთავის ქუჩა,,,41.709092,41.7091,44.774554,44.77469,70,,,,,,
1:3960,Rafiel Eristavi Street,,რაფიელ ერისთავის ქუჩა,,,41.709027,41.70903,44.77427,44.77427,73,,1:3959,,,,
1:3961,Mziuri,,მზიური,,,41.709505,41.7095,44.769233,44.76924,283,,1:3962,,,,
1:3962,Mziuri,,მზიური,,,41.709559,41.70959,44.768939,44.76872,285,,,,,,
1:3963,Mziuri,,მზიური,,,41.709522,41.70954,44.769239,44.76909,102,,,,,,
1:3964,Mziuri,,მზიური,,,41.709575,,44.768943,,102,,1:3963,,,,
1:3965,Lado Kavsadze Street,,ლადო კავსაძის ქუჩა,,,41.710364,,44.762407,,280,,1:3966,,,,
1:3966,Lado Kavsadze Street,,ლადო კავსაძის ქუჩა,,,41.710403,41.71041,44.762111,44.76199,279,,,,,,
1:3967,Lado Kavsadze Street,,ლადო კავსაძის ქუჩა,,,41.710397,41.71038,44.762412,44.76228,100,,,,,,
1:3968,Lado Kavsadze Street,,ლადო კავსაძის ქუჩა,,,41.710433,,44.762113,,99,,1:3967,,,,
1:3969,Nikoloz Kipshidze Street,,ნიკოლოზ ყიფშიძის ქუჩა,,,41.711283,,44.756329,,283,,1:3970,,,,
1:3970,Nikoloz Kipshidze Street,,ნიკოლოზ ყიფშიძის ქუჩა,,,41.711337,41.71133,44.756032,44.75622,283,,,,,,
1:3971,Nikoloz Kipshidze Street,,ნიკოლოზ ყიფშიძის ქუჩა,,,41.711325,41.71128,44.75634,44.75657,103,,,,,,
1:3972,Nikoloz Kipshidze Street,,ნიკოლოზ ყიფშიძის ქუჩა,,,41.711375,,44.75604,,102,,1:3971,,,,
1:3973,Vake Park,,ვაკის პარკი,,,41.712135,,44.752127,,290,,1:3974,,,,
1:3974,Vake Park,,ვაკის პარკი,,,41.712215,,44.751847,,294,,,HUB_1_3982,,,
1:3976,Vake Park,,ვაკის პარკი,,,41.712208,41.71214,44.751835,44.751912,105,,,HUB_1_3982,,,
1:3977,Vake Park,,ვაკის პარკი,,,41.712084,,44.751239,,190,,,HUB_1_3982,,,
1:3978,Vake Park,,ვაკის პარკი,,,41.712166,41.712131,44.751373,44.751368,357,,,HUB_1_3982,,,
1:3979,Vake Park,,ვაკის პარკი,,,41.711934,,44.752141,,269,,1:3980,,,,
1:3980,Vake Park,,ვაკის პარკი,,,41.711927,41.711929,44.751838,44.751879,267,,,HUB_1_3982,,,
1:3981,Vake Park,,ვაკის პარკი,,,41.711898,,44.751838,,87,,1:3982,,,,
1:3982,Vake Park,,ვაკის პარკი,,,41.711915,41.711874,44.752142,44.752142,90,,,HUB_1_3982,,,
1:3983,Nikoloz Baratashvili Street,,ნიკოლოზ ბარათაშვილის ქუჩა,,,41.696689,,44.805062,,262,,,HUB_1_3983,,,
1:3984,Didgori St #73,,დიდგორის ქუჩა #73,,,41.774754,,44.723767,,290,,,,,,
1:3985,Didgori St #107,,დიდგორის ქუჩა #107,,,41.775905,,44.716202,,282,,,,,,
1:3986,Gabriel Atoneli St #14,,გაბრიელ ათონელის ქუჩა #14,,,41.774772,,44.718438,,111,,,,,,
1:3987,Gabriel Atoneli St #8,,გაბრიელ ათონელის ქუჩა #8,,,41.774112,,44.720335,,117,,,,,,
1:3988,Davit Sarajishvili #96,,დავით სარაჯიშვილის ქუჩა #96,,,41.77109,,44.725515,,99,,,,,,
1:3990,Public Safety Command Center 112,,უსაფრთხოების ცენტრი 112,,,41.737568,,44.755017,,268,,,,,,
1:3991,Dimitri Gulia Square,,დიმიტრი გულიას მოედანი,,,41.674805,,44.830074,,141,,,,,,
1:3992,M/S Delisi,,"მ/ს ""დელისი""",,,41.725849,41.72596,44.744269,44.74423,176,,,,,,
1:3993,Hualing Settlement,,ჰუალინგის დასახლება,,,41.715526,,44.875387,,254,,,,,,
1:3994,Rafiel Dvali Street,,რაფიელ დვალის ქუჩა,,,41.70499,,44.872367,,334,,,,,,
1:3995,Varketili 3 M/D-3a #338,,ვარკეთილი 3 - IIIა მ/რ #338,,,41.709103,,44.872372,,37,,,,,,
1:3996,Metro Station Akhmeteli Theatre,,"მ/ს ""ახმეტელის თეატრი""",,,41.791846,,44.816572,,211,,,,,,
1:3997,Angia Bochorishvili Street,,ანგია ბოჭორიშვილის ქუჩა,,,41.79374,,44.818173,,213,,,,,,
1:3998,Alexandre Javakhishvili Street,,ალექსანდრე ჯავახიშვილის ქუჩა,,,41.79586,,44.820029,,214,,,,,,
1:3999,Vladimer Naneishvili Street,,ვლადიმერ ნანეიშვილის ქუჩა,,,41.798096,,44.82196,,213,,,,,,
1:4000,Niko Ketskhoveli Street,,ნიკო კეცხოველის ქუჩა,,,41.800269,,44.824093,,233,,,,,,
1:4001,Gldani Professional College,,გლდანის პროფესიული მომზადების ცენტრი,,,41.801835,,44.827719,,240,,,,,,
1:4002,Brotseuli Square,,ბროწეულის მოედანი,,,41.806419,,44.833448,,213,,,,,,
1:4003,Davit Jabidze Street,,დავით ჯაბიძის ქუჩა,,,41.803762,,44.831227,,211,,,,,,
1:4005,Temur Samkharadze Street,,თემურ სამხარაძის ქუჩა,,,41.807335,,44.83278,,33,,,,,,
1:4006,Konstantine Leselidze Street,,კონსტანტინე ლესელიძის ქუჩა,,,41.804248,,44.830227,,33,,,,,,
1:4007,Gldani Professional College,,გლდანის პროფესიული მომზადების ცენტრი,,,41.802581,,44.827107,,50,,,,,,
1:4008,Tornike Kurdadze Street,,თორნიკე ქურდაძის ქუჩა,,,41.800901,,44.823197,,57,,,,,,
1:4009,Heros of Worl War II Street,,სამამულო ომის გმირების ქუჩა,,,41.797992,,44.820431,,32,,,,,,
1:4010,Georgians and Jews Brotherhood Street,,ქართველთა და ებრაელთა ძმობის ქუჩა,,,41.795442,,44.818213,,33,,,,,,
1:4011,Metro Station Akhmeteli Theatre,,"მ/ს ""ახმეტელის თეატრი""",,,41.792365,,44.815558,,34,,,,,,
1:4012,Ilia Babutsidze St #3,,ილია ბაბუციძის ქუჩა #3,,,41.668827,41.66886,44.891325,44.89136,297,,,,,,
1:4013,Ilia Babutsidze St #19,,ილია ბაბუციძის ქუჩა #19,,,41.667704,,44.894265,,298,,,,,,
1:4014,Vaso Godziashvili St #4,,ვასო გოძიაშვილის ქუჩა #4,,,41.755421,,44.767203,,82,,,,,,
1:4015,Ana Kalandadze Street,,ანა კალანდაძის ქუჩა,,,41.727099,,44.771819,,233,,,,,,
1:4016,Ponichala Nature Reservation,,ფონიჭალის ნაკრძალი,,,41.628816,,44.922903,,359,,,,,,
1:4017,Giorgi Brtskinvale Street,,გიორგი ბრწყინვალეს ქუჩა,,,41.788771,,44.764281,,269,,,,,,
1:4018,M/S Sarajishvili,,"მ/ს ""სარაჯიშვილი""",,,41.783989,,44.799575,,30,,,,,,
1:4019,Giorgi Beriashvili Street,,გიორგი ბერიაშვილის ქუჩა,,,41.689777,,44.886934,,181,,,,,,
1:4020,Rostevani Street,,როსტევანის ქუჩა,,,41.787525,,44.763365,,270,,,,,,
1:4021,Tinatini Street,,თინათინის ქუჩა,,,41.787507,,44.760457,,270,,,,,,
1:4022,Mirian Mepe St #17,,მირიან მეფის ქუჩა #17,,,41.787505,,44.756788,,270,,,,,,
1:4023,Mirian Mepe St #46,,მირიან მეფის ქუჩა #46,,,41.787423,,44.757155,,90,,,,,,
1:4024,Tinatini Street,,თინათინის ქუჩა,,,41.787421,,44.760141,,90,,,,,,
1:4025,Avto Varazi St #107,,ავთო ვარაზის ქუჩა #107,,,41.740215,,44.703278,,295,,,,,,
1:4026,Davit Aghmashenebeli Alley #234,,დავით აღმაშენებლის ხეივანი #234,,,41.802571,,44.770626,,182,,,,,,
1:4027,"M/S ""Gotsiridze""",,"მ/ს ""გოცირიძე""",,,41.743202,,44.783475,,94,,,,,,
1:4028,Davit Aghmashenebeli Alley #225,,დავით აღმაშენებლის ხეივანი #225,,,41.821207,,44.77091,,319,,,,,,
1:4029,26 May St #65,,26 მაისის ქუჩა #65,,,41.820827,,44.819168,,59,,,,,,
1:4034,Meskheti street,,მესხეთის ქუჩა,,,41.696957,,44.845333,,3,,,,,,
1:4035,Mtisdziri Street,,მთისძირის ქუჩა,,,41.698393,,44.84506,,270,,,,,,
1:4036,"Vazisubani M/D-3, Block-2, #16",,ვაზისუბნის III მ/რ II კვარტალი #16,,,41.706259,,44.8519,,333,,,,,,
1:4037,"Vazisubani M/D-3, Block-2, #9",,ვაზისუბნის III მ/რ II კვარტალი #9,,,41.707347,,44.851112,,326,,,,,,
1:4038,"Vazisubani M/D-3, Block-2, #10",,ვაზისუბნის III მ/რ II კვარტალი #10,,,41.708432,,44.850089,,324,,,,,,
1:4039,"Vazisubani M/D-3, Block-2, #10",,ვაზისუბნის III მ/რ II კვარტალი #10,,,41.708335,,44.850099,,144,,,,,,
1:4040,"Vazisubani M/D-3, Block-2, #9",,ვაზისუბნის III მ/რ II კვარტალი #9,,,41.707154,,44.85118,,155,,,,,,
1:4041,"Vazisubani M/D-3, Block-2, #16",,ვაზისუბნის III მ/რ II კვარტალი #16,,,41.705981,,44.851923,,183,,,,,,
1:4042,"Vazisubani M/D-3, Block-2, #15",,ვაზისუბნის III მ/რ II კვარტალი #15,,,41.708126,,44.854136,,322,,,,,,
1:4043,"Vazisubani M/D-3, Block-2, #11",,ვაზისუბნის III მ/რ II კვარტალი #11,,,41.709919,,44.852276,,323,,,,,,
1:4044,Ashot Kurapalati Street,,აშოტ კურაპალატის ქუჩა,,,41.709349,,44.849961,,235,,,,,,
1:4045,Tbilisi Sea Plaza,,თბილისის ზღვის პლაზა,,,41.706944,,44.860952,,279,,,,,,
1:4046,Temur Kevkhishvili St #27,,თემურ ქევხიშვილის ქუჩა #27,,,41.708416,,44.840532,,310,,,,,,
1:4047,Elia Lane,,ელიას გადასახვევი,,,41.71468,,44.835051,,24,,,,,,
1:4048,Elia Lane,,ელიას გადასახვევი,,,41.714707,,44.834331,,214,,,,,,
1:4049,Military Settlement,,სამხედრო დასახლება,,,41.717238,,44.837351,,12,,,,,,
1:4050,Military Settlement,,სამხედრო დასახლება,,,41.717218,,44.83723,,192,,,,,,
1:4051,Military City,,ჯარის ქალაქი,,,41.719656,,44.83826,,24,,,,,,
1:4052,Military City,,ჯარის ქალაქი,,,41.719403,,44.838004,,204,,,,,,
1:4053,"Ivertubani, Alexandre Kancheli Street",,"ივერთუბანი, ალექსანდრე ყანჩელის ქუჩა",,,41.723142,,44.835106,,314,,,,,,
1:4054,"Ivertubani, Alexandre Kancheli Street",,"ივერთუბანი, ალექსანდრე ყანჩელის ქუჩა",,,41.72315,,44.834942,,137,,,,,,
1:4055,"ნავთლუღის დასახლება, V ქუჩა #21ა",,"ნავთლუღის დასახლება, V ქუჩა #21ა",,,41.675888,,44.898074,,119,,,,,,
1:4056,"ნავთლუღის დასახლება, V ქუჩა #21ა-ს მოპირდაპირედ",,"ნავთლუღის დასახლება, V ქუჩა #21ა-ს მოპირდაპირედ",,,41.675974,,44.897979,,296,,,,,,
1:4058,"ნავთლუღის II დასახლება, V ქუჩა #59ა-ს მოპირდაპირედ",,"ნავთლუღის II დასახლება, V ქუჩა #59ა-ს მოპირდაპირედ",,,41.674657,,44.901447,,297,,,,,,
1:4059,"ნავთლუღის II დასახლება, V ქუჩა #85",,"ნავთლუღის II დასახლება, V ქუჩა #85",,,41.674266,,44.903888,,31,,,,,,
1:4060,"ნავთლუღის II დასახლება, V ქუჩა #85-ის მოპირდაპირედ",,"ნავთლუღის II დასახლება, V ქუჩა #85-ის მოპირდაპირედ",,,41.67431,,44.903827,,212,,,,,,
1:4061,Grigol Lortkipanidze St #95,,გრიგოლ ლორთქიფანიძის ქუჩა #95,,,41.673993,,44.906164,,113,,,,,,
1:4062,Grigol Lortkipanidze St #95,,გრიგოლ ლორთქიფანიძის ქუჩა #95,,,41.674048,,44.906168,,292,,,,,,
1:4063,Luka Razikashvili Street,,ლევან რაზიკაშვილის ქუჩა,,,41.673114,,44.908665,,114,,,,,,
1:4064,Luka Razikashvili Street,,ლევან რაზიკაშვილის ქუჩა,,,41.673266,,44.90837,,296,,,,,,
1:4065,Luka Razikashvili St #64,,ლუკა რაზიკაშვილის ქუჩა #64,,,41.67175,,44.90881,,190,,,,,,
1:4066,Luka Razikashvili St #62a,,ლუკა რაზიკაშვილის ქუჩა #62ა,,,41.67192,,44.908934,,15,,,,,,
